Age,Gender,Education Level,Job Title,Years of Experience,Salary
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
25.0,1,0,18,3.0,135000.0
32.0,1,0,175,8.0,190000.0
29.0,0,2,20,6.0,180000.0
30.0,1,0,18,5.0,160000.0
24.0,1,0,18,1.0,95000.0
33.0,0,2,106,11.0,196000.0
27.0,1,0,175,4.0,140000.0
26.0,1,0,18,3.0,130000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,0,0,18,3.0,130000.0
30.0,1,3,20,7.0,185000.0
27.0,0,0,106,4.0,150000.0
24.0,1,0,18,1.0,90000.0
33.0,1,2,106,11.0,198000.0
25.0,1,0,18,2.0,115000.0
28.0,1,0,175,5.0,165000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
27.0,1,0,175,4.0,140000.0
31.0,0,2,20,6.0,180000.0
30.0,1,0,18,5.0,160000.0
24.0,1,0,18,1.0,92000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
25.0,1,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
27.0,1,0,175,4.0,140000.0
34.0,0,2,106,12.0,196000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
31.0,1,0,18,9.0,195000.0
28.0,0,0,175,5.0,160000.0
26.0,1,0,18,3.0,130000.0
29.0,0,2,20,6.0,180000.0
32.0,1,0,175,8.0,190000.0
33.0,0,2,106,11.0,198000.0
24.0,1,0,18,1.0,90000.0
27.0,1,0,175,4.0,140000.0
25.0,0,0,18,2.0,110000.0
30.0,0,3,20,7.0,185000.0
32.0,1,0,18,5.0,135000.0
27.0,0,2,20,3.0,180000.0
40.0,1,0,175,12.0,195000.0
35.0,0,0,106,8.0,165000.0
43.0,1,2,20,15.0,198000.0
29.0,0,0,175,4.0,150000.0
36.0,1,0,18,9.0,162000.0
31.0,1,2,20,6.0,175000.0
42.0,0,0,175,13.0,197000.0
33.0,1,0,18,7.0,142000.0
29.0,0,2,20,4.0,182000.0
41.0,1,0,175,11.0,185000.0
35.0,0,0,106,8.0,170000.0
27.0,1,0,175,4.0,160000.0
32.0,1,0,20,8.0,180000.0
29.0,0,2,18,6.0,150000.0
30.0,1,0,18,5.0,140000.0
24.0,1,0,18,2.0,100000.0
33.0,0,2,106,11.0,190000.0
27.0,1,0,175,4.0,160000.0
26.0,1,0,18,3.0,120000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,0,0,18,3.0,120000.0
30.0,1,3,20,7.0,170000.0
27.0,0,0,106,4.0,130000.0
24.0,1,0,18,2.0,95000.0
33.0,1,2,106,11.0,195000.0
25.0,1,0,18,2.0,100000.0
28.0,1,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,20,8.0,180000.0
33.0,0,2,106,11.0,195000.0
27.0,1,0,175,4.0,160000.0
31.0,0,2,20,6.0,170000.0
30.0,1,0,18,5.0,140000.0
24.0,1,0,18,2.0,95000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
25.0,1,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
27.0,1,0,175,4.0,160000.0
34.0,0,2,106,12.0,190000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
31.0,1,0,18,9.0,190000.0
28.0,0,0,175,5.0,150000.0
26.0,1,0,18,3.0,120000.0
29.0,0,2,20,6.0,150000.0
32.0,1,0,175,8.0,180000.0
33.0,0,2,106,11.0,195000.0
24.0,1,0,18,2.0,95000.0
27.0,1,0,175,4.0,160000.0
25.0,0,0,18,2.0,100000.0
30.0,0,3,20,7.0,170000.0
29.0,1,0,175,7.0,180000.0
27.0,0,0,18,5.0,120000.0
33.0,1,2,20,10.0,195000.0
28.0,1,0,175,4.0,160000.0
26.0,0,0,18,3.0,100000.0
31.0,1,0,106,8.0,190000.0
30.0,1,2,175,6.0,170000.0
32.0,0,0,20,9.0,185000.0
29.0,1,0,18,7.0,130000.0
35.0,0,0,106,12.0,190000.0
27.0,1,0,175,5.0,150000.0
28.0,0,2,20,6.0,150000.0
37.0,1,3,106,14.0,195000.0
26.0,1,0,18,3.0,110000.0
30.0,0,0,175,8.0,180000.0
31.0,1,2,20,9.0,185000.0
29.0,0,0,18,7.0,130000.0
32.0,1,0,175,10.0,190000.0
28.0,0,2,20,6.0,155000.0
34.0,1,0,175,12.0,195000.0
25.0,0,0,18,2.0,90000.0
30.0,1,0,106,8.0,185000.0
29.0,0,0,18,6.0,120000.0
31.0,1,0,175,9.0,180000.0
26.0,0,0,18,3.0,100000.0
33.0,1,2,20,10.0,195000.0
28.0,1,0,175,4.0,160000.0
27.0,0,0,18,5.0,125000.0
30.0,1,2,175,6.0,170000.0
32.0,0,0,20,9.0,185000.0
29.0,1,0,18,7.0,130000.0
35.0,0,0,106,12.0,190000.0
27.0,1,0,175,5.0,150000.0
28.0,0,2,20,6.0,150000.0
37.0,1,3,106,14.0,195000.0
26.0,1,0,18,3.0,110000.0
30.0,0,0,175,8.0,180000.0
31.0,1,2,20,9.0,185000.0
29.0,0,0,18,7.0,130000.0
32.0,1,0,175,10.0,190000.0
28.0,0,2,20,6.0,155000.0
34.0,1,0,175,12.0,195000.0
25.0,0,0,18,2.0,90000.0
30.0,1,0,106,8.0,185000.0
29.0,0,0,18,6.0,120000.0
31.0,1,0,175,9.0,180000.0
26.0,0,0,18,3.0,100000.0
33.0,1,2,20,10.0,195000.0
28.0,1,0,175,4.0,160000.0
27.0,0,0,18,5.0,125000.0
30.0,1,2,175,6.0,170000.0
32.0,0,0,20,9.0,185000.0
29.0,1,0,18,7.0,130000.0
35.0,0,0,106,12.0,190000.0
27.0,1,0,175,5.0,150000.0
28.0,0,2,20,6.0,150000.0
37.0,1,3,106,14.0,195000.0
26.0,1,0,18,3.0,110000.0
30.0,0,0,175,8.0,180000.0
31.0,1,2,20,9.0,185000.0
29.0,0,0,18,7.0,130000.0
32.0,1,0,175,10.0,190000.0
28.0,0,2,20,6.0,155000.0
34.0,1,0,175,12.0,195000.0
25.0,0,0,18,2.0,90000.0
30.0,1,0,106,8.0,185000.0
29.0,0,0,18,6.0,120000.0
31.0,1,0,175,9.0,180000.0
26.0,0,0,18,3.0,100000.0
33.0,1,2,20,10.0,195000.0
28.0,1,0,175,4.0,160000.0
27.0,0,0,18,5.0,125000.0
30.0,1,2,175,6.0,170000.0
32.0,0,0,20,9.0,185000.0
29.0,1,0,18,7.0,130000.0
35.0,0,0,106,12.0,190000.0
27.0,1,0,175,5.0,150000.0
28.0,0,2,20,6.0,150000.0
37.0,1,3,106,14.0,195000.0
26.0,1,0,18,3.0,110000.0
30.0,0,0,175,8.0,180000.0
31.0,1,2,20,9.0,185000.0
29.0,0,0,18,7.0,130000.0
32.0,1,0,175,10.0,190000.0
28.0,0,2,20,6.0,155000.0
34.0,1,0,175,12.0,195000.0
25.0,0,0,18,2.0,90000.0
30.0,1,0,106,8.0,185000.0
29.0,0,0,18,6.0,120000.0
31.0,1,0,175,9.0,180000.0
26.0,0,0,18,3.0,100000.0
33.0,1,2,20,10.0,195000.0
28.0,1,0,175,4.0,160000.0
27.0,0,0,18,5.0,125000.0
30.0,1,2,175,6.0,170000.0
32.0,0,0,20,9.0,185000.0
29.0,1,0,18,7.0,130000.0
35.0,0,0,106,12.0,190000.0
27.0,1,0,175,5.0,150000.0
28.0,0,2,20,6.0,150000.0
37.0,1,3,106,14.0,195000.0
26.0,1,0,18,3.0,110000.0
30.0,0,0,175,8.0,180000.0
31.0,1,2,20,9.0,185000.0
29.0,0,0,18,7.0,130000.0
32.0,1,0,175,10.0,190000.0
28.0,0,2,20,6.0,155000.0
34.0,1,0,175,12.0,195000.0
25.0,0,0,18,2.0,90000.0
30.0,1,0,106,8.0,185000.0
28.0,1,0,168,7.0,175000.0
44.0,1,3,176,18.0,190000.0
33.0,0,2,3,5.0,110000.0
50.0,1,3,158,16.0,195000.0
27.0,0,2,44,3.0,100000.0
25.0,1,0,43,1.0,60000.0
35.0,1,2,168,8.0,155000.0
47.0,0,3,44,12.0,175000.0
46.0,0,2,158,13.0,180000.0
32.0,1,0,3,4.0,95000.0
41.0,1,2,168,11.0,165000.0
37.0,1,2,158,9.0,145000.0
53.0,1,3,176,19.0,195000.0
30.0,0,0,43,2.0,75000.0
26.0,0,2,3,3.0,90000.0
37.0,0,2,168,9.0,155000.0
32.0,1,0,44,5.0,115000.0
44.0,0,2,168,12.0,170000.0
50.0,0,3,176,16.0,190000.0
27.0,1,0,158,4.0,115000.0
42.0,1,3,44,14.0,180000.0
35.0,1,2,168,7.0,140000.0
26.0,0,2,3,2.0,70000.0
42.0,0,2,158,11.0,170000.0
41.0,0,3,176,14.0,185000.0
36.0,0,2,44,8.0,140000.0
49.0,1,3,176,15.0,185000.0
49.0,1,3,158,15.0,185000.0
47.0,1,3,176,15.0,180000.0
47.0,1,3,168,14.0,175000.0
26.0,1,0,43,2.0,70000.0
24.0,0,0,3,1.0,60000.0
42.0,1,3,168,14.0,170000.0
41.0,0,2,158,11.0,165000.0
23.0,1,0,44,1.0,55000.0
26.0,0,2,3,3.0,90000.0
33.0,0,0,43,5.0,105000.0
31.0,1,2,44,6.0,130000.0
50.0,0,3,176,16.0,185000.0
24.0,0,2,3,1.0,60000.0
24.0,1,0,43,1.0,60000.0
37.0,1,2,168,8.0,150000.0
43.0,0,3,158,13.0,180000.0
44.0,0,2,168,12.0,170000.0
34.0,1,2,3,6.0,125000.0
45.0,1,3,176,15.0,185000.0
29.0,1,0,44,3.0,90000.0
29.0,1,0,43,3.0,80000.0
29.0,0,0,3,3.0,85000.0
48.0,1,3,158,16.0,190000.0
43.0,0,2,176,11.0,160000.0
27.0,0,2,44,3.0,95000.0
23.0,1,0,3,1.0,55000.0
45.0,1,3,168,13.0,185000.0
32.0,0,2,44,5.0,120000.0
47.0,1,3,176,14.0,175000.0
25.0,0,2,3,2.0,75000.0
41.0,0,2,168,12.0,160000.0
41.0,1,3,176,12.0,175000.0
26.0,1,0,43,2.0,70000.0
47.0,1,3,168,15.0,180000.0
24.0,0,0,3,1.0,60000.0
48.0,1,3,158,16.0,190000.0
32.0,1,0,44,5.0,120000.0
45.0,1,3,158,14.0,185000.0
50.0,0,3,176,16.0,190000.0
53.0,1,3,176,18.0,195000.0
47.0,0,3,168,14.0,170000.0
23.0,1,0,43,1.0,55000.0
33.0,1,2,3,6.0,130000.0
42.0,1,3,176,14.0,180000.0
45.0,1,3,158,14.0,185000.0
23.0,1,0,43,1.0,55000.0
37.0,1,2,168,9.0,145000.0
44.0,0,2,158,12.0,170000.0
38.0,0,2,3,10.0,155000.0
34.0,1,2,44,6.0,125000.0
46.0,0,3,176,14.0,180000.0
30.0,1,0,3,4.0,95000.0
44.0,0,2,168,11.0,170000.0
27.0,0,2,44,3.0,100000.0
42.0,1,3,158,14.0,175000.0
27.0,1,0,43,3.0,80000.0
38.0,1,2,168,10.0,155000.0
31.0,1,2,158,6.0,125000.0
28.0,0,2,44,4.0,110000.0
30.0,0,2,3,6.0,130000.0
37.0,1,2,168,9.0,150000.0
31.0,1,2,168,7.0,140000.0
23.0,0,0,3,1.0,55000.0
49.0,1,3,176,15.0,185000.0
32.0,0,2,44,5.0,120000.0
52.0,0,3,176,16.0,190000.0
32.0,0,2,44,6.0,130000.0
50.0,0,3,176,16.0,190000.0
32.0,1,2,3,6.0,130000.0
34.0,1,2,44,7.0,140000.0
28.0,1,0,43,2.0,70000.0
44.0,1,2,158,11.0,170000.0
27.0,1,0,43,3.0,80000.0
46.0,1,3,176,14.0,180000.0
27.0,0,2,3,2.0,70000.0
45.0,1,3,158,14.0,185000.0
23.0,0,0,43,1.0,55000.0
36.0,0,2,44,8.0,140000.0
47.0,0,3,168,14.0,170000.0
33.0,1,2,3,6.0,130000.0
43.0,1,3,176,13.0,180000.0
30.0,1,0,3,4.0,95000.0
28.0,0,0,43,2.0,70000.0
43.0,1,2,158,12.0,165000.0
43.0,1,3,158,13.0,185000.0
36.0,1,2,168,7.0,140000.0
24.0,1,0,43,1.0,60000.0
28.0,0,0,43,3.0,80000.0
37.0,1,2,168,9.0,150000.0
41.0,0,3,176,14.0,185000.0
26.0,1,0,43,2.0,70000.0
28.0,0,2,3,3.0,90000.0
43.0,1,3,168,12.0,170000.0
42.0,1,3,168,14.0,170000.0
48.0,1,3,158,16.0,190000.0
27.0,0,2,3,2.0,70000.0
49.0,1,3,176,15.0,185000.0
44.0,1,3,158,12.0,170000.0
27.0,0,2,44,3.0,100000.0
37.0,1,2,168,10.0,155000.0
44.0,0,2,158,12.0,170000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,2.0,70000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,44,7.0,140000.0
25.0,1,0,43,1.0,60000.0
50.0,1,3,176,16.0,190000.0
46.0,1,3,176,14.0,180000.0
33.0,1,2,44,6.0,130000.0
42.0,1,3,168,14.0,170000.0
41.0,1,3,158,12.0,165000.0
43.0,1,3,158,13.0,185000.0
32.0,1,2,3,6.0,130000.0
24.0,1,0,43,1.0,60000.0
44.0,0,2,168,11.0,170000.0
36.0,1,2,168,7.0,140000.0
28.0,0,2,44,4.0,110000.0
28.0,1,0,43,2.0,70000.0
37.0,1,2,168,9.0,145000.0
27.0,1,0,43,3.0,80000.0
30.0,1,0,3,4.0,95000.0
27.0,0,2,44,3.0,100000.0
49.0,1,3,176,15.0,185000.0
38.0,1,2,168,10.0,155000.0
31.0,1,2,158,6.0,125000.0
31.0,1,2,168,7.0,140000.0
42.0,1,3,168,14.0,170000.0
44.0,1,2,158,11.0,170000.0
37.0,1,2,168,9.0,150000.0
24.0,0,0,3,1.0,60000.0
27.0,1,0,43,2.0,70000.0
42.0,1,3,168,14.0,170000.0
24.0,0,0,43,1.0,55000.0
28.0,0,0,43,3.0,80000.0
43.0,1,3,158,13.0,185000.0
31.0,1,2,44,7.0,140000.0
43.0,1,3,176,13.0,180000.0
27.0,0,2,3,2.0,70000.0
49.0,1,3,176,15.0,185000.0
48.0,1,3,158,16.0,190000.0
30.0,0,2,3,6.0,130000.0
28.0,0,2,44,4.0,110000.0
46.0,1,3,176,14.0,180000.0
37.0,1,2,168,9.0,145000.0
42.0,1,3,168,14.0,170000.0
43.0,1,3,158,12.0,165000.0
31.0,1,2,168,7.0,140000.0
37.0,1,2,168,10.0,155000.0
33.0,1,2,3,6.0,130000.0
29.0,0,0,43,3.0,85000.0
52.0,1,3,176,18.0,200000.0
36.0,1,2,44,8.0,140000.0
26.0,1,0,3,2.0,65000.0
47.0,1,3,158,16.0,190000.0
32.0,1,2,44,6.0,120000.0
29.0,1,0,43,3.0,80000.0
28.0,0,2,3,3.0,90000.0
51.0,1,3,176,16.0,190000.0
28.0,0,2,44,4.0,110000.0
46.0,1,3,176,14.0,180000.0
27.0,0,2,3,2.0,65000.0
45.0,1,3,158,14.0,185000.0
23.0,0,0,43,1.0,55000.0
36.0,1,2,44,7.0,130000.0
48.0,1,3,158,16.0,190000.0
33.0,0,2,44,5.0,120000.0
38.0,0,2,3,10.0,155000.0
51.0,1,3,176,16.0,190000.0
27.0,0,2,44,3.0,100000.0
37.0,1,2,168,9.0,150000.0
44.0,0,2,158,12.0,170000.0
27.0,1,0,43,3.0,80000.0
38.0,1,2,168,10.0,155000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,2.0,70000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,44,7.0,140000.0
25.0,1,0,43,1.0,55000.0
50.0,1,3,176,16.0,190000.0
46.0,1,3,176,14.0,180000.0
33.0,1,2,44,6.0,130000.0
42.0,1,3,168,14.0,170000.0
41.0,1,3,158,12.0,165000.0
43.0,1,3,158,13.0,185000.0
32.0,1,2,3,6.0,130000.0
24.0,1,0,43,1.0,60000.0
44.0,0,2,168,11.0,170000.0
36.0,1,2,168,7.0,140000.0
28.0,0,2,44,4.0,110000.0
28.0,1,0,43,2.0,70000.0
37.0,1,2,168,9.0,145000.0
27.0,1,0,43,3.0,80000.0
30.0,1,0,3,4.0,95000.0
27.0,0,2,44,3.0,100000.0
49.0,1,3,176,15.0,185000.0
38.0,1,2,168,10.0,155000.0
31.0,1,2,158,6.0,125000.0
31.0,1,2,168,7.0,140000.0
42.0,1,3,168,14.0,170000.0
44.0,1,2,158,11.0,170000.0
37.0,1,2,168,9.0,150000.0
24.0,0,0,3,1.0,60000.0
27.0,1,0,43,2.0,70000.0
42.0,1,3,168,14.0,170000.0
24.0,0,0,43,1.0,55000.0
28.0,0,0,43,3.0,80000.0
43.0,1,3,158,13.0,185000.0
31.0,1,2,44,7.0,140000.0
43.0,1,3,176,13.0,180000.0
27.0,0,2,3,2.0,70000.0
49.0,1,3,176,15.0,185000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,158,6.0,125000.0
40.0,1,3,168,12.0,160000.0
36.0,1,2,168,8.0,140000.0
27.0,1,0,43,2.0,70000.0
28.0,1,0,43,2.0,70000.0
44.0,1,2,158,11.0,170000.0
43.0,1,3,158,13.0,185000.0
32.0,1,2,3,6.0,130000.0
38.0,1,2,168,10.0,155000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,3.0,80000.0
31.0,1,2,158,7.0,135000.0
24.0,1,0,3,1.0,55000.0
48.0,1,3,158,16.0,190000.0
27.0,0,2,3,2.0,70000.0
43.0,1,3,158,13.0,185000.0
44.0,1,2,158,11.0,170000.0
37.0,1,2,168,9.0,150000.0
28.0,1,0,43,2.0,70000.0
31.0,1,2,158,6.0,125000.0
49.0,1,3,176,15.0,185000.0
27.0,0,2,3,2.0,70000.0
38.0,1,2,168,10.0,155000.0
27.0,1,0,43,3.0,80000.0
43.0,1,3,158,13.0,185000.0
48.0,1,3,158,16.0,190000.0
44.0,1,2,158,11.0,170000.0
37.0,1,2,168,9.0,150000.0
28.0,1,0,43,2.0,70000.0
27.0,0,2,3,2.0,70000.0
49.0,1,3,176,15.0,185000.0
